car_id,manufacturer,model,description,transmission,transmission_type,engine_size_cm3,fuel,powertrain,power_ps,co2_emissions_gPERkm
4157,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,AMG E 53 4MATIC+,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,211
4158,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,AMG E 53 4MATIC+,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,220
4159,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,144
4160,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,167
4161,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 300,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),258,169
4162,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 300,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),258,193
4163,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 300 d 4MATIC,A9,Automatic,1951,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),265,156
4164,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 300 d 4MATIC,A9,Automatic,1951,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),265,176
4165,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,178
4166,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,198
4167,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 450 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),367,193
4168,MERCEDES-BENZ,E-Class Cabriolet Model Year 2022,E 450 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),367,213
4169,MERCEDES-BENZ,E-Class Coupe Model Year 2022,AMG E 53 4MATIC+,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,207
4170,MERCEDES-BENZ,E-Class Coupe Model Year 2022,AMG E 53 4MATIC+,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,217
4171,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,137
4172,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,162
4173,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 300,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),258,162
4174,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 300,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),258,187
4175,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 300 d 4MATIC,A9,Automatic,1951,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),265,152
4176,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 300 d 4MATIC,A9,Automatic,1951,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),265,173
4177,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,175
4178,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,195
4179,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 450 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),367,186
4180,MERCEDES-BENZ,E-Class Coupe Model Year 2022,E 450 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),367,207
4181,MERCEDES-BENZ,E-Class Estate Model Year 2022,AMG E 53 4MATIC+,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,210
4182,MERCEDES-BENZ,E-Class Estate Model Year 2022,AMG E 53 4MATIC+,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,221
4183,MERCEDES-BENZ,E-Class Estate Model Year 2022,AMG E 63 S 4MATIC+,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),612,276
4184,MERCEDES-BENZ,E-Class Estate Model Year 2022,AMG E 63 S 4MATIC+,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),612,286
4185,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 200,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),197,168
4186,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 200,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),197,196
4187,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,145
4188,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,170
4189,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 300 d 4MATIC,A9,Automatic,1951,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),265,154
4190,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 300 d 4MATIC,A9,Automatic,1951,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),265,177
4191,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 300 de,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),306,35
4192,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 300 de,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),306,45
4193,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,177
4194,MERCEDES-BENZ,E-Class Estate Model Year 2022,E 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,200
4195,MERCEDES-BENZ,E-Class Saloon Model Year 2022,AMG E 53 4MATIC+,A9,Automatic,2999,Petrol,Internal Combustion Engine (ICE),435,207
4196,MERCEDES-BENZ,E-Class Saloon Model Year 2022,AMG E 53 4MATIC+,A9,Automatic,2999,Petrol,Internal Combustion Engine (ICE),435,218
4197,MERCEDES-BENZ,E-Class Saloon Model Year 2022,AMG E 63 S 4MATIC+,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),612,270
4198,MERCEDES-BENZ,E-Class Saloon Model Year 2022,AMG E 63 S 4MATIC+,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),612,281
4199,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 200,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),197,160
4200,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 200,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),197,189
4201,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,137
4202,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,164
4203,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 300 d 4MATIC,A9,Automatic,1951,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),265,150
4204,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 300 d 4MATIC,A9,Automatic,1951,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),265,173
4205,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 300 de,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),306,32
4206,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 300 de,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),306,42
4207,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 300 e 4MATIC,A9,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),320,38
4208,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 300 e 4MATIC,A9,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),320,44
4209,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,173
4210,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,195
4211,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 450 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),367,186
4212,MERCEDES-BENZ,E-Class Saloon Model Year 2022,E 450 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),367,211
4213,MERCEDES-BENZ,EQA Model Year 2022,EQA 250,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),190,0
4214,MERCEDES-BENZ,EQA Model Year 2022,EQA 250,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),190,0
4215,MERCEDES-BENZ,EQA Model Year 2022,EQA 300 4MATIC,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),228,0
4216,MERCEDES-BENZ,EQA Model Year 2022,EQA 300 4MATIC,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),228,0
4217,MERCEDES-BENZ,EQA Model Year 2022,EQA 350 4MATIC,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),292,0
4218,MERCEDES-BENZ,EQA Model Year 2022,EQA 350 4MATIC,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),292,0
4219,MERCEDES-BENZ,EQC Model Year 2022,EQC 400 4MATIC,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),408,0
4220,MERCEDES-BENZ,EQC Model Year 2022,EQC 400 4MATIC,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),408,0
4221,MERCEDES-BENZ,EQS Model Year 2022,EQS 450+,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),333,0
4222,MERCEDES-BENZ,EQS Model Year 2022,EQS 450+,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),333,0
4223,MERCEDES-BENZ,EQV Model Year 2022,EQV 300,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),204,0
4224,MERCEDES-BENZ,EQV Model Year 2022,EQV 300,Auto,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),204,0
4225,MERCEDES-BENZ,G-Class MY 201.5,AMG G 63,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),585,377
4226,MERCEDES-BENZ,G-Class MY 201.5,AMG G 63,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),585,377
4227,MERCEDES-BENZ,G-Class MY 201.5,G 400 d,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,290
4228,MERCEDES-BENZ,G-Class MY 201.5,G 400 d,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,288
4229,MERCEDES-BENZ,GLA Model Year 2022,AMG GLA 35 4MATIC,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),306,196
4230,MERCEDES-BENZ,GLA Model Year 2022,AMG GLA 35 4MATIC,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),306,207
4231,MERCEDES-BENZ,GLA Model Year 2022,AMG GLA 45 S 4MATIC+,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),421,214
4232,MERCEDES-BENZ,GLA Model Year 2022,AMG GLA 45 S 4MATIC+,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),421,225
4233,MERCEDES-BENZ,GLA Model Year 2022,GLA 180,A7,Automatic,1332,Petrol,Internal Combustion Engine (ICE),136,148
4234,MERCEDES-BENZ,GLA Model Year 2022,GLA 180,A7,Automatic,1332,Petrol,Internal Combustion Engine (ICE),136,167
4235,MERCEDES-BENZ,GLA Model Year 2022,GLA 200,A7,Automatic,1332,Petrol,Internal Combustion Engine (ICE),163,148
4236,MERCEDES-BENZ,GLA Model Year 2022,GLA 200,A7,Automatic,1332,Petrol,Internal Combustion Engine (ICE),163,167
4237,MERCEDES-BENZ,GLA Model Year 2022,GLA 200 d,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,138
4238,MERCEDES-BENZ,GLA Model Year 2022,GLA 200 d,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,152
4239,MERCEDES-BENZ,GLA Model Year 2022,GLA 200 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,144
4240,MERCEDES-BENZ,GLA Model Year 2022,GLA 200 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,160
4241,MERCEDES-BENZ,GLA Model Year 2022,GLA 220 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),190,145
4242,MERCEDES-BENZ,GLA Model Year 2022,GLA 220 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),190,161
4243,MERCEDES-BENZ,GLA Model Year 2022,GLA 250,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),224,168
4244,MERCEDES-BENZ,GLA Model Year 2022,GLA 250,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),224,183
4245,MERCEDES-BENZ,GLA Model Year 2022,GLA 250 e,A8,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),218,30
4246,MERCEDES-BENZ,GLA Model Year 2022,GLA 250 e,A8,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),218,37
4247,MERCEDES-BENZ,GLB Model Year 2022,AMG GLB 35 4MATIC,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),306,201
4248,MERCEDES-BENZ,GLB Model Year 2022,AMG GLB 35 4MATIC,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),306,213
4249,MERCEDES-BENZ,GLB Model Year 2022,GLB 200,A7,Automatic,1332,Petrol,Internal Combustion Engine (ICE),163,157
4250,MERCEDES-BENZ,GLB Model Year 2022,GLB 200,A7,Automatic,1332,Petrol,Internal Combustion Engine (ICE),163,175
4251,MERCEDES-BENZ,GLB Model Year 2022,GLB 200 d,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,143
4252,MERCEDES-BENZ,GLB Model Year 2022,GLB 200 d,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,159
4253,MERCEDES-BENZ,GLB Model Year 2022,GLB 200 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,149
4254,MERCEDES-BENZ,GLB Model Year 2022,GLB 200 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,166
4255,MERCEDES-BENZ,GLB Model Year 2022,GLB 220 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),190,150
4256,MERCEDES-BENZ,GLB Model Year 2022,GLB 220 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),190,168
4257,MERCEDES-BENZ,GLC Coupe Model Year 2022,AMG GLC 43 4MATIC,A9,Automatic,2996,Petrol,Internal Combustion Engine (ICE),390,240
4258,MERCEDES-BENZ,GLC Coupe Model Year 2022,AMG GLC 43 4MATIC,A9,Automatic,2996,Petrol,Internal Combustion Engine (ICE),390,254
4259,MERCEDES-BENZ,GLC Coupe Model Year 2022,AMG GLC 63 S 4MATIC+,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,287
4260,MERCEDES-BENZ,GLC Coupe Model Year 2022,AMG GLC 63 S 4MATIC+,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,294
4261,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 220 d 4MATIC,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,152
4262,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 220 d 4MATIC,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,180
4263,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 300 4MATIC,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),258,181
4264,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 300 4MATIC,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),258,205
4265,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 300 d 4MATIC,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),245,167
4266,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 300 d 4MATIC,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),245,187
4267,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 300 de 4MATIC,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),306,45
4268,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 300 de 4MATIC,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),306,57
4269,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 300 e 4MATIC,A9,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),320,48
4270,MERCEDES-BENZ,GLC Coupe Model Year 2022,GLC 300 e 4MATIC,A9,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),320,61
4271,MERCEDES-BENZ,GLC SUV Model Year 2022,AMG GLC 43 4MATIC,A9,Automatic,2996,Petrol,Internal Combustion Engine (ICE),390,242
4272,MERCEDES-BENZ,GLC SUV Model Year 2022,AMG GLC 43 4MATIC,A9,Automatic,2996,Petrol,Internal Combustion Engine (ICE),390,256
4273,MERCEDES-BENZ,GLC SUV Model Year 2022,AMG GLC 63 S 4MATIC+,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,291
4274,MERCEDES-BENZ,GLC SUV Model Year 2022,AMG GLC 63 S 4MATIC+,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,300
4275,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,151
4276,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 220 d,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),194,180
4277,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 300 4MATIC,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),258,181
4278,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 300 4MATIC,A9,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),258,207
4279,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 300 d 4MATIC,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),245,167
4280,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 300 d 4MATIC,A9,Automatic,1950,Diesel,Internal Combustion Engine (ICE),245,189
4281,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 300 de 4MATIC,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),306,45
4282,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 300 de 4MATIC,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),306,58
4283,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 300 e 4MATIC,A9,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),320,49
4284,MERCEDES-BENZ,GLC SUV Model Year 2022,GLC 300 e 4MATIC,A9,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),320,62
4285,MERCEDES-BENZ,GLE Coupe,AMG GLE 53 4MATIC+ Coupé,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,240
4286,MERCEDES-BENZ,GLE Coupe,AMG GLE 53 4MATIC+ Coupé,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,247
4287,MERCEDES-BENZ,GLE Coupe,AMG GLE 63 S 4MATIC+ Coupé,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),612,277
4288,MERCEDES-BENZ,GLE Coupe,AMG GLE 63 S 4MATIC+ Coupé,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),612,284
4289,MERCEDES-BENZ,GLE Coupe,GLE 350 de 4MATIC Coupé,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),320,18
4290,MERCEDES-BENZ,GLE Coupe,GLE 350 de 4MATIC Coupé,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),320,25
4291,MERCEDES-BENZ,GLE Coupe,GLE 400 d 4MATIC Coupé,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,195
4292,MERCEDES-BENZ,GLE Coupe,GLE 400 d 4MATIC Coupé,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,228
4293,MERCEDES-BENZ,GLE Estate Model Year 2022,AMG GLE 53 4MATIC+,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,241
4294,MERCEDES-BENZ,GLE Estate Model Year 2022,AMG GLE 53 4MATIC+,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,251
4295,MERCEDES-BENZ,GLE Estate Model Year 2022,AMG GLE 63 S 4MATIC+,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),612,276
4296,MERCEDES-BENZ,GLE Estate Model Year 2022,AMG GLE 63 S 4MATIC+,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),612,287
4297,MERCEDES-BENZ,GLE Estate Model Year 2022,GLE 300 d 4MATIC,A9,Automatic,1993,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),272,160
4298,MERCEDES-BENZ,GLE Estate Model Year 2022,GLE 300 d 4MATIC,A9,Automatic,1993,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),272,197
4299,MERCEDES-BENZ,GLE Estate Model Year 2022,GLE 350 de 4MATIC,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),320,18
4300,MERCEDES-BENZ,GLE Estate Model Year 2022,GLE 350 de 4MATIC,A9,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),320,26
4301,MERCEDES-BENZ,GLE Estate Model Year 2022,GLE 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,189
4302,MERCEDES-BENZ,GLE Estate Model Year 2022,GLE 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,240
4303,MERCEDES-BENZ,GLE Estate Model Year 2022,GLE 450 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),367,204
4304,MERCEDES-BENZ,GLE Estate Model Year 2022,GLE 450 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),367,249
4305,MERCEDES-BENZ,GLS,AMG GLS 63 4MATIC+,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),612,286
4306,MERCEDES-BENZ,GLS,AMG GLS 63 4MATIC+,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),612,295
4307,MERCEDES-BENZ,GLS,GLS 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,210
4308,MERCEDES-BENZ,GLS,GLS 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,251
4309,MERCEDES-BENZ,GLS,Maybach GLS 600 4MATIC,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),557,295
4310,MERCEDES-BENZ,GLS,Maybach GLS 600 4MATIC,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),557,305
4311,MERCEDES-BENZ,S-Class Saloon MY 2022,Maybach S 580 4MATIC,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),503,236
4312,MERCEDES-BENZ,S-Class Saloon MY 2022,Maybach S 580 4MATIC,A9,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),503,267
4313,MERCEDES-BENZ,S-Class Saloon MY 2022,Maybach S 680 4MATIC,A9,Automatic,5980,Petrol,Internal Combustion Engine (ICE),612,304
4314,MERCEDES-BENZ,S-Class Saloon MY 2022,Maybach S 680 4MATIC,A9,Automatic,5980,Petrol,Internal Combustion Engine (ICE),612,326
4315,MERCEDES-BENZ,S-Class Saloon MY 2022,S 350 d,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),286,168
4316,MERCEDES-BENZ,S-Class Saloon MY 2022,S 350 d,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),286,169
4317,MERCEDES-BENZ,S-Class Saloon MY 2022,S 350 d,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),286,200
4318,MERCEDES-BENZ,S-Class Saloon MY 2022,S 350 d,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),286,202
4319,MERCEDES-BENZ,S-Class Saloon MY 2022,S 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,176
4320,MERCEDES-BENZ,S-Class Saloon MY 2022,S 400 d 4MATIC,A9,Automatic,2925,Diesel,Internal Combustion Engine (ICE),330,210
4321,MERCEDES-BENZ,S-Class Saloon MY 2022,S 500 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,184
4322,MERCEDES-BENZ,S-Class Saloon MY 2022,S 500 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,185
4323,MERCEDES-BENZ,S-Class Saloon MY 2022,S 500 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,216
4324,MERCEDES-BENZ,S-Class Saloon MY 2022,S 500 4MATIC,A9,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),435,218
4325,MERCEDES-BENZ,S-Class Saloon MY 2022,S 580 e,A9,Automatic,2999,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),510,14
4326,MERCEDES-BENZ,S-Class Saloon MY 2022,S 580 e,A9,Automatic,2999,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),510,23
