car_id,manufacturer,model,description,transmission,transmission_type,engine_size_cm3,fuel,powertrain,power_ps,co2_emissions_gPERkm
1,ABARTH,595,1.4 TJET 145bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),145,161
2,ABARTH,595,1.4 TJET 145bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),145,153
3,ABARTH,595,595 1.4 145 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),145,169
4,ABARTH,595,595 1.4 145 BHP,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),145,162
5,ABARTH,595,595 1.4 145 BHP Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),145,169
6,ABARTH,595,595 1.4 145 BHP Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),145,162
7,ABARTH,595,595 1.4 TJET 145 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),145,169
8,ABARTH,595,595 1.4 TJET 145 BHP,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),145,162
9,ABARTH,595,595 Competizione 180 BHP Hatchback,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,171
10,ABARTH,595,595 Competizione 180 BHP Hatchback,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,172
11,ABARTH,595,595 Competizione 1.4 TJET 180 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,171
12,ABARTH,595,595 Competizione 1.4 TJET 180 BHP ,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,172
13,ABARTH,595,595 Competizione 1.4 TJET 180 BHP Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,171
14,ABARTH,595,595 Comperizione 1.4 TJET 180 BHP Convertible ,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,172
15,ABARTH,595,595 Esseesse 1.4 TJET 180 BHP,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,171
16,ABARTH,595,595 Esseesse 1.4 TJET 180 BHP Convertible ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,171
17,ABARTH,595,595 Pista 1.4 TJET 165 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
18,ABARTH,595,595 Pista 1.4 TJET 165 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
19,ABARTH,595,595 Pista 1.4 TJET 165 BHP Convertible ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
20,ABARTH,595,595 Pista 1.4 TJET 165 BHP Convertible ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
21,ABARTH,595,595 SCORPIONEORO 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
22,ABARTH,595,595 SCORPIONEORO 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
23,ABARTH,595,595 Turismo 165 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
24,ABARTH,595,595 Turismo 165 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
25,ABARTH,595,595 Turismo 165 BHP Convertible ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
26,ABARTH,595,595 Turismo 165 BHP Convertible ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
27,ABARTH,595,595 Turismo 1.4 TJET 165 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
28,ABARTH,595,595 Turismo 1.4 TJET 165 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
29,ABARTH,595,595 Turismo 1.4 TJET 165 BHP ,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),165,177
30,ABARTH,595,595 Turismo 1.4 TJET 165 BHP ,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),165,162
31,ABARTH,595,595 Turismo 1.4 TJET 165 BHP Convertible ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
32,ABARTH,595,595 Turismo 1.4 TJET 165 BHP Convertible ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
33,ABARTH,595,595 Turismo 1.4 TJET 165 BHP Convertible ,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),165,177
34,ABARTH,595,595 Turismo 1.4 TJET 165 BHP Convertible ,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),165,162
35,ABARTH,595,595 YAMAHA MONSTER  ENERGY 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
36,ABARTH,595,595 YAMAHA MONSTER  ENERGY 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
37,ABARTH,595,695 Rivale 1.4 TJET 180 BHP ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,171
38,ABARTH,595,695 Rivale 1.4 TJET 180 BHP ,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,172
39,ABARTH,595,695 Rivale 1.4 TJET 180 BHP Convertible ,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,171
40,ABARTH,595,695 Rivale 1.4 TJET 180 BHP Convertible ,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,172
41,ABARTH,595,COMPETIZIONE 1.4 TJET 180bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,156
42,ABARTH,595,COMPETIZIONE 1.4 TJET 180bhp,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,165
43,ABARTH,595,COMPETIZIONE 1.4 TJET 180bhp,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,160
44,ABARTH,595,COMPETIZIONE 1.4 TJET 180bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,156
45,ABARTH,595,COMPETIZIONE 1.4 TJET 180bhp Convertible,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,165
46,ABARTH,595,COMPETIZIONE 1.4 TJET 180bhp Convertible,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),180,160
47,ABARTH,595,ESSEESSE 1.4 TJET 180bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,156
48,ABARTH,595,ESSEESSE 1.4 TJET 180bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),180,156
49,ABARTH,595,SCORPIONEORO 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
50,ABARTH,595,SCORPIONEORO 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
51,ABARTH,595,TURISMO 1.4 TJET 165 bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,150
52,ABARTH,595,TURISMO 1.4 TJET 165 bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,159
53,ABARTH,595,TURISMO 1.4 TJET 165 bhp,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),165,153
54,ABARTH,595,TURISMO 1.4 TJET 165 bhp,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),165,160
55,ABARTH,595,TURISMO 1.4 TJET 165 bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,159
56,ABARTH,595,TURISMO 1.4 TJET 165 bhp Convertible,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,150
57,ABARTH,595,TURISMO 1.4 TJET 165 bhp Convertible,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),165,153
58,ABARTH,595,TURISMO 1.4 TJET 165 bhp Convertible,SAT5,Automatic,1368,Petrol,Internal Combustion Engine (ICE),165,160
59,ABARTH,595,YAMAHA MONSTER ENERGY 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,165
60,ABARTH,595,YAMAHA MONSTER ENERGY 1.4 TJET 165bhp,M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,171
61,ALFA ROMEO,Giulietta,1.4 TB 120hp Sport,M6,Manual,1368,Petrol,Internal Combustion Engine (ICE),120,170
62,ALFA ROMEO,Giulietta,1.4 TB 120hp Sport,M6,Manual,1368,Petrol,Internal Combustion Engine (ICE),120,190
63,ALFA ROMEO,Giulietta,1.4 TB 120hp Sprint (88kw),M6,Manual,1368,Petrol,Internal Combustion Engine (ICE),120,177
64,ALFA ROMEO,Giulietta,1.4 TB 120hp Sprint (88kw),M6,Manual,1368,Petrol,Internal Combustion Engine (ICE),120,164
65,ALFA ROMEO,Giulietta,1.4 TB 120HP SPECIALE,M6,Manual,1368,Petrol,Internal Combustion Engine (ICE),120,164
66,ALFA ROMEO,Giulietta,1.4 TB 120HP SPECIALE,M6,Manual,1368,Petrol,Internal Combustion Engine (ICE),120,177
67,ALFA ROMEO,Giulietta,1.6 JTDM-2 120hp Sport,M6,Manual,1598,Diesel,Internal Combustion Engine (ICE),120,144
68,ALFA ROMEO,Giulietta,1.6 JTDM-2 120hp Sport,M6,Manual,1598,Diesel,Internal Combustion Engine (ICE),120,155
69,ALFA ROMEO,Giulietta,1.6 JTDM-2 120hp Super,M6,Manual,1598,Diesel,Internal Combustion Engine (ICE),120,140
70,ALFA ROMEO,Giulietta,1.6 JTDM-2 120hp Super,M6,Manual,1598,Diesel,Internal Combustion Engine (ICE),120,151
71,ALFA ROMEO,Giulietta,1.6 JTDM-2 120hp ALFA TCT Super,A6,Automatic,1598,Diesel,Internal Combustion Engine (ICE),120,141
72,ALFA ROMEO,Giulietta,1.6 JTDM-2 120hp ALFA TCT Super,A6,Automatic,1598,Diesel,Internal Combustion Engine (ICE),120,153
73,ALFA ROMEO,Giulietta,1.6 JTDM-2 120HP SPECIALE,M6,Manual,1598,Diesel,Internal Combustion Engine (ICE),120,144
74,ALFA ROMEO,Giulietta,1.6 JTDM-2 120HP SPECIALE,M6,Manual,1598,Diesel,Internal Combustion Engine (ICE),120,155
75,ALFA ROMEO,Giulietta,1.6 JTDM-2 120hp ALFA TCT Sprint (88KW),A6,Automatic,1598,Diesel,Internal Combustion Engine (ICE),120,141
76,ALFA ROMEO,Giulietta,1.6 JTDM-2 120hp ALFA TCT Sprint (88kw),SA6,Automatic,1956,Diesel,Internal Combustion Engine (ICE),120,153
77,ALFA ROMEO,Giulia,2.0 TURBO PETROL 200HP LUSSO Ti,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,184
78,ALFA ROMEO,Giulia,2.0 TURBO PETROL 200HP SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,171
79,ALFA ROMEO,Giulia,2.0 TURBO PETROL 200HP SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,184
80,ALFA ROMEO,Giulia,2.0 TURBO PETROL 200HP NERO EDIZIONE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,171
81,ALFA ROMEO,Giulia,2.0 TURBO PETROL 200HP NERO EDIZIONE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,193
82,ALFA ROMEO,Giulia,2.0 Turbo Petrol 200hp SUPER (148KW),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,184
83,ALFA ROMEO,Giulia,2.0 TURBO PETROL 280HP VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,195
84,ALFA ROMEO,Giulia,2.0 TURBO PETROL 280HP VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,180
85,ALFA ROMEO,Giulia,2.0 TURBO PETROL 280HP VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,195
86,ALFA ROMEO,Giulia,2.2 TURBO DIESEL 160HP SUPER,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),160,134
87,ALFA ROMEO,Giulia,2.2 TURBO DIESEL 160HP SUPER,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),160,153
88,ALFA ROMEO,Giulia,2.2 TURBO DIESEL 190HP SPECIALE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,134
89,ALFA ROMEO,Giulia,2.2 TURBO DIESEL 190HP SPECIALE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,153
90,ALFA ROMEO,Giulia,2.2 Turbo Diesel 190hp LUSSO Ti (140kw),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,134
91,ALFA ROMEO,Giulia,2.2 Turbo Diesel 190hp LUSSO Ti (140kw),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,153
92,ALFA ROMEO,Giulia,2.2 Turbo Diesel 190hp SPRINT (140kw),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,134
93,ALFA ROMEO,Giulia,2.2 Turbo Diesel 190hp SPRINT (140kw),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,153
94,ALFA ROMEO,Giulia,QUADRIFOGLIO E6D 2.9T V6 ALFA 510HP QUADRIF,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),510,238
95,ALFA ROMEO,Giulia,QUADRIFOGLIO E6D 2.9T V6 ALFA 510HP QUADRIF,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),510,243
96,ALFA ROMEO,Stelvio,2.0 TURBO PETROL 200HP AWD NERO EDIZIONE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,207
97,ALFA ROMEO,Stelvio,2.0 TURBO PETROL 200HP AWD NERO EDIZIONE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,228
98,ALFA ROMEO,Stelvio,2.0 Turbo petrol 200hp AWD LUSSO Ti (148kw),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,202
99,ALFA ROMEO,Stelvio,2.0 Turbo petrol 200hp AWD LUSSO Ti (148kw),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,222
100,ALFA ROMEO,Stelvio,2.0 Turbo petrol 200hp AWD SPRINT (148KW),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,202
101,ALFA ROMEO,Stelvio,2.0 Turbo petrol 200hp AWD SPRINT (148KW),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,222
102,ALFA ROMEO,Stelvio,2.0 TURBO PETROL 200HP AWD SUPER,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,207
103,ALFA ROMEO,Stelvio,2.0 TURBO PETROL 200HP AWD SUPER,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,228
104,ALFA ROMEO,Stelvio,2.0 TURBO PETROL 280HP AWD MILANO EDIZIONE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,205
105,ALFA ROMEO,Stelvio,2.0 TURBO PETROL 280HP AWD MILANO EDIZIONE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,222
106,ALFA ROMEO,Stelvio,2.0 Turbo petrol 280hp AWD SPECIALE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,205
107,ALFA ROMEO,Stelvio,2.0 Turbo petrol 280hp AWD SPECIALE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,222
108,ALFA ROMEO,Stelvio,2.0 TURBO PETROL 280HP AWD TI,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,222
109,ALFA ROMEO,Stelvio,2.0 TURBO PETROL 280HP AWD TI,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,205
110,ALFA ROMEO,Stelvio,2.0 Turbo petrol 280hp AWD VELOCE (206kw),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,202
111,ALFA ROMEO,Stelvio,2.0 Turbo petrol 280hp AWD VELOCE (206kw),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,219
112,ALFA ROMEO,Stelvio,2.2 TURBO DIESEL 190HP AWD NERO EDIZIONE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,162
113,ALFA ROMEO,Stelvio,2.2 TURBO DIESEL 190HP AWD NERO EDIZIONE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,188
114,ALFA ROMEO,Stelvio,2.2 Turbo Diesel 190hp AWD LUSSO Ti (140KW),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,162
115,ALFA ROMEO,Stelvio,2.2 Turbo Diesel 190hp AWD LUSSO Ti (140KW),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,182
116,ALFA ROMEO,Stelvio,2.2 Turbo Diesel 190hp AWD SPRINT (140KW),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,162
117,ALFA ROMEO,Stelvio,2.2 Turbo Diesel 190hp AWD SPRINT (140KW),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,182
118,ALFA ROMEO,Stelvio,2.2 TURBO DIESEL 190HP AWD SUPER,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,162
119,ALFA ROMEO,Stelvio,2.2 TURBO DIESEL 190HP AWD SUPER,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,188
120,ALFA ROMEO,Stelvio,2.2 TURBO DIESEL 210HP AWD MILANO EDIZIONE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,162
121,ALFA ROMEO,Stelvio,2.2 TURBO DIESEL 210HP AWD MILANO EDIZIONE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,188
122,ALFA ROMEO,Stelvio,2.2 Turbo Diesel 210hp AWD SPECIALE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,162
123,ALFA ROMEO,Stelvio,2.2 Turbo Diesel 210hp AWD SPECIALE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,188
124,ALFA ROMEO,Stelvio,2.2 Turbo Diesel 210hp AWD VELOCE (154kw),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),210,162
125,ALFA ROMEO,Stelvio,2.2 Turbo Diesel 210hp AWD VELOCE (154kw),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),210,182
126,ALFA ROMEO,Stelvio,QUADRIFOGLIO E6D 630 2.9 V6 BI-TURBO 510HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),510,261
127,ALFA ROMEO,Giulia MY21,2.0 TURBO PETROL 200HP SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,163
128,ALFA ROMEO,Giulia MY21,2.0 TURBO PETROL 200HP SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,175
129,ALFA ROMEO,Giulia MY21,2.0 TURBO PETROL 280HP VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,159
130,ALFA ROMEO,Giulia MY21,2.0 TURBO PETROL 280HP VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,174
131,ALFA ROMEO,Giulia MY21,2.0 TURBO PETROL 280HP VELOCE Ti,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,159
132,ALFA ROMEO,Giulia MY21,2.0 TURBO PETROL 280HP VELOCE Ti,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,174
133,ALFA ROMEO,Giulia MY21,QUADRIFOGLIO 2.9 V6 BI-TURBO 510HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),510,233
134,ALFA ROMEO,Giulia MY21,QUADRIFOGLIO 2.9 V6 BI-TURBO 510HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),510,228
135,ALFA ROMEO,Stelvio MY21,2.0 TURBO PETROL 200HP AWD SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,189
136,ALFA ROMEO,Stelvio MY21,2.0 TURBO PETROL 200HP AWD SPRINT,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),200,208
137,ALFA ROMEO,Stelvio MY21,2.0 TURBO PETROL 280HP AWD VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,186
138,ALFA ROMEO,Stelvio MY21,2.0 TURBO PETROL 280HP AWD VELOCE,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206
139,ALFA ROMEO,Stelvio MY21,2.0 TURBO PETROL 280HP AWD VELOCE Ti,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,186
140,ALFA ROMEO,Stelvio MY21,2.0 TURBO PETROL 280HP AWD VELOCE Ti,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206
141,ALFA ROMEO,Stelvio MY21,2.2 TURBO DIESEL 190HP AWD SPRINT,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,154
142,ALFA ROMEO,Stelvio MY21,2.2 TURBO DIESEL 190HP AWD SPRINT,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),190,171
143,ALFA ROMEO,Stelvio MY21,2.2 TURBO DIESEL 210HP AWD VELOCE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),210,154
144,ALFA ROMEO,Stelvio MY21,2.2 TURBO DIESEL 210HP AWD VELOCE,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),210,171
145,ALFA ROMEO,Stelvio MY21,QUADRIFOGLIO 2.9 V6 BI-TURBO 510HP,A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),510,267
146,ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,153
147,ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,155
148,ALPINE,A110,A110 Légende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,154
149,ALPINE,A110,A110 Légende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,154
150,ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,156
151,ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,162
152,ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,166
153,ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,157
154,ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,157
155,ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,157
156,ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,157
157,ALPINE,A110,A110 Légende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,153
158,ALPINE,A110,A110 Légende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,154
159,ALPINE,A110,A110 Légende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,153
160,ALPINE,A110,A110 Légende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,153
161,ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,152
162,ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,153
163,ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,154
164,ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,155
165,ALPINE,A110,S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,163
166,ALPINE,A110,S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,168
167,ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),292,163
168,ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),292,163
169,ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,156
170,ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,156
171,ALPINE,A110,Légende GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,162
172,ALPINE,A110,Légende GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,162
173,ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,162
174,ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,166
175,ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,156
176,ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,152
177,ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,154
178,ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Coupe,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,254
179,ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,257
180,ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V12 AMR RWD Automatic Coupe,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),640,303
181,ASTON MARTIN LAGONDA,DB11 V12 AMR Coupe 2019.5MY,Coupe,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),630,303
182,ASTON MARTIN LAGONDA,DB11 V8 Coupe 2019.5MY,Coupe,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),503,244
183,ASTON MARTIN LAGONDA,DB11 V8 Volante 2019.5MY,Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),503,263
184,ASTON MARTIN LAGONDA,DBS Superleggera 2019MY,Coupe,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),715,306
185,ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Coupe,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),725,306
186,ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Convertible,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),725,306
187,ASTON MARTIN LAGONDA,DBS Superleggera Volante 2020MY,Convertible,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),715,306
188,ASTON MARTIN LAGONDA,DBX V8 MY2021,Hatchback,A9-AWD,Automatic,3982,Petrol,Internal Combustion Engine (ICE),550,323
189,ASTON MARTIN LAGONDA,Rapide AMR 2019MY,4 door sports,A8,Automatic,5935,Petrol,Internal Combustion Engine (ICE),592,313
190,ASTON MARTIN LAGONDA,Speedster,Open Sportscar,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),725,298
191,ASTON MARTIN LAGONDA,Vanquish Shooting Brake 2019MY,3 door sports,A8,Automatic,5935,Petrol,Internal Combustion Engine (ICE),592,301
192,ASTON MARTIN LAGONDA,Vantage V8 2019MY,Hatchback,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),503,263
193,ASTON MARTIN LAGONDA,Vantage V8 2020MY,Hatchback,M7,Manual,3982,Petrol,Internal Combustion Engine (ICE),503,249
194,ASTON MARTIN LAGONDA,Vantage V8 2020MY,Hatchback,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),503,263
195,ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Hatchback,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),535,264
196,ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),535,263
